json_file_path	label
Dmitriy D./TASK 1/TASK1/json/03d9de8a1095b5e8.json	left
Dmitriy D./TASK 1/TASK1/json/fd10b5a828be6530.json	left
Dmitriy D./TASK 1/TASK1/json/77f24cd73240c407.json	center
Dmitriy D./TASK 1/TASK1/json/a68f97e284f61ced.json	center
Dmitriy D./TASK 1/TASK1/json/3b396e5907061dfd.json	right
Dmitriy D./TASK 1/TASK1/json/7bbf7a64c9b3a6ec.json	right
Dmitriy D./TASK 1/TASK1/json/26462d89b4932685.json	center
Dmitriy D./TASK 1/TASK1/json/6e6a5e76b38ac37f.json	left
Dmitriy D./TASK 1/TASK1/json/d5e53e0b0b6a737d.json	right
Dmitriy D./TASK 1/TASK1/json/9cb918ae3a0c644e.json	center
Dmitriy D./TASK 1/TASK1/json/81008df21f79cb75.json	center
Dmitriy D./TASK 1/TASK1/json/fb9fc112a3b80266.json	right
Dmitriy D./TASK 1/TASK1/json/f0f3638228328d0e.json	left
Dmitriy D./TASK 1/TASK1/json/fc6917aaee5b57ac.json	center
Dmitriy D./TASK 1/TASK1/json/ef76f64a6691a302.json	left
Dmitriy D./TASK 1/TASK1/json/d209e1e97aa6cd37.json	left
Dmitriy D./TASK 1/TASK1/json/d06bed93b052f131.json	left
Dmitriy D./TASK 1/TASK1/json/e1f867c20e1e48f5.json	right
Dmitriy D./TASK 1/TASK1/json/d719ff1b51c66186.json	center
Dmitriy D./TASK 1/TASK1/json/a198de5fbd462eda.json	right
Dmitriy D./TASK 1/TASK1/json/5a4418c32f960b33.json	right
Dmitriy D./TASK 1/TASK1/json/d6774c6f35459e0f.json	center
Dmitriy D./TASK 1/TASK1/json/21f79ad35a3186f1.json	right
Dmitriy D./TASK 1/TASK1/json/60e44586979adb6c.json	left
Dmitriy D./TASK 1/TASK1/json/9b847a85e3936254.json	center
Dmitriy D./TASK 1/TASK1/json/8188f2d91d53e425.json	right
Dmitriy D./TASK 1/TASK1/json/bdc7f91d6fab8708.json	center
Dmitriy D./TASK 1/TASK1/json/86d5d211e93b72f0.json	center
Dmitriy D./TASK 1/TASK1/json/4eb296303ebf0a34.json	right
Dmitriy D./TASK 1/TASK1/json/73ecbcad84b4a829.json	center
Dmitriy D./TASK 1/TASK1/json/bdd18ffb6d87ae4c.json	left
Dmitriy D./TASK 1/TASK1/json/9d4482aa003db6df.json	left
Dmitriy D./TASK 1/TASK1/json/9bd0d12e3dc4414d.json	center
Dmitriy D./TASK 1/TASK1/json/1156079201951e44.json	center
Dmitriy D./TASK 1/TASK1/json/f6d8c517f085683e.json	right
Dmitriy D./TASK 1/TASK1/json/e04e46ab5ecfa8c0.json	center
Dmitriy D./TASK 1/TASK1/json/ec758837ad1be67e.json	center
Dmitriy D./TASK 1/TASK1/json/0d23c469462fb8ca.json	right
Dmitriy D./TASK 1/TASK1/json/f9c3ade0764d61b9.json	right
Dmitriy D./TASK 1/TASK1/json/8426db0899f1e81a.json	left
Dmitriy D./TASK 1/TASK1/json/bacbb76a06d6a26e.json	left
Dmitriy D./TASK 1/TASK1/json/fc25b1b0769b34b4.json	right
Dmitriy D./TASK 1/TASK1/json/bfb68cace74de160.json	center
Dmitriy D./TASK 1/TASK1/json/4f4598ea8fba2221.json	left
Dmitriy D./TASK 1/TASK1/json/de1eb4bbb59a436b.json	right
Dmitriy D./TASK 1/TASK1/json/7d569bbbbf78b2d8.json	center
Dmitriy D./TASK 1/TASK1/json/665bb0ce08646090.json	center
Dmitriy D./TASK 1/TASK1/json/01fdb32eda0e04fb.json	left
Dmitriy D./TASK 1/TASK1/json/e3e50ea892840def.json	center
Dmitriy D./TASK 1/TASK1/json/77eb258a3ae153b5.json	center
Dmitriy D./TASK 1/TASK1/json/8f7def2f6d545303.json	center
Dmitriy D./TASK 1/TASK1/json/a2199a68f288267b.json	right
Dmitriy D./TASK 1/TASK1/json/67cfc98f5015300f.json	center
Dmitriy D./TASK 1/TASK1/json/f563aa2c921b41ec.json	center
Dmitriy D./TASK 1/TASK1/json/1edf901e2088eed2.json	right
Dmitriy D./TASK 1/TASK1/json/4228e8253535a8bf.json	left
Dmitriy D./TASK 1/TASK1/json/900e862e50514bd9.json	right
Dmitriy D./TASK 1/TASK1/json/b6b2403a91608d63.json	right
Dmitriy D./TASK 1/TASK1/json/8534014582cc4062.json	right
Dmitriy D./TASK 1/TASK1/json/b48b0da3afe6861d.json	left
Dmitriy D./TASK 1/TASK1/json/e4409b5297947408.json	center
Dmitriy D./TASK 1/TASK1/json/92cdf7a3678556c4.json	right
Dmitriy D./TASK 1/TASK1/json/9ee35324f807228b.json	right
Dmitriy D./TASK 1/TASK1/json/a274f23cf3af2fe9.json	center
Dmitriy D./TASK 1/TASK1/json/36e72ee1fdc88f90.json	right
Dmitriy D./TASK 1/TASK1/json/f00dbdb51e61bb99.json	center
Dmitriy D./TASK 1/TASK1/json/74f0121ea5d82524.json	left
Dmitriy D./TASK 1/TASK1/json/4cda860c608c0224.json	center
Dmitriy D./TASK 1/TASK1/json/72211a006391b1b6.json	center
Dmitriy D./TASK 1/TASK1/json/89eea595ea07e962.json	center
Dmitriy D./TASK 1/TASK1/json/9bd28dd824e5b1d7.json	right
Dmitriy D./TASK 1/TASK1/json/7ae39fc714d10120.json	right
Dmitriy D./TASK 1/TASK1/json/98dd17fcf6837dd5.json	center
Dmitriy D./TASK 1/TASK1/json/e2cafc604e8a28b7.json	left
Dmitriy D./TASK 1/TASK1/json/e57ece00db3b3cc5.json	right
Dmitriy D./TASK 1/TASK1/json/f6fbb947c6ff4bbd.json	left
Dmitriy D./TASK 1/TASK1/json/7b63aeff8446a464.json	right
Dmitriy D./TASK 1/TASK1/json/f2124a08e90e19f6.json	right
Dmitriy D./TASK 1/TASK1/json/d41be381d286a00c.json	right
Dmitriy D./TASK 1/TASK1/json/b376915c5e29d399.json	left
Dmitriy D./TASK 1/TASK1/json/3c49ecc1dc876853.json	right
Dmitriy D./TASK 1/TASK1/json/bf571c8f4d979740.json	center
Dmitriy D./TASK 1/TASK1/json/d1f427f0ecce9a12.json	center
Dmitriy D./TASK 1/TASK1/json/9e739e02c6dd5115.json	center
Dmitriy D./TASK 1/TASK1/json/c03a47fb189aa884.json	center
Dmitriy D./TASK 1/TASK1/json/1dc395044e3a5190.json	center
Dmitriy D./TASK 1/TASK1/json/1d762da7d54df8b8.json	center
Dmitriy D./TASK 1/TASK1/json/c82ab28dbcdaea91.json	right
Dmitriy D./TASK 1/TASK1/json/267eee71315f05ce.json	center
Dmitriy D./TASK 1/TASK1/json/037f767dd83fc22d.json	left
Dmitriy D./TASK 1/TASK1/json/aebf6f2413842c86.json	center
Dmitriy D./TASK 1/TASK1/json/874270606933e46d.json	center
Dmitriy D./TASK 1/TASK1/json/e83e03d6e5be346a.json	right
Dmitriy D./TASK 1/TASK1/json/dd78cabdf533b3e3.json	left
Dmitriy D./TASK 1/TASK1/json/ca80997cba36b4f8.json	left
Dmitriy D./TASK 1/TASK1/json/ca0d1ae9344ad6b8.json	right
Dmitriy D./TASK 1/TASK1/json/abd9b3ef660458bb.json	right
Dmitriy D./TASK 1/TASK1/json/983e6b0340947051.json	left
Dmitriy D./TASK 1/TASK1/json/7641bed47962f35a.json	center
Dmitriy D./TASK 1/TASK1/json/eae791ed70365f6f.json	right
Dmitriy D./TASK 1/TASK1/json/046285550c77f0d3.json	right
Dmitriy D./TASK 1/TASK1/json/b4e0e5b9267808d9.json	right
Dmitriy D./TASK 1/TASK1/json/357c494b3a4659d0.json	left
Dmitriy D./TASK 1/TASK1/json/6761c7bd6ead1e39.json	right
Dmitriy D./TASK 1/TASK1/json/2dc5cb1b24b0cc0b.json	right
Dmitriy D./TASK 1/TASK1/json/ff028c45b3092254.json	right
Dmitriy D./TASK 1/TASK1/json/6c5b49412a7fe4ce.json	center
Dmitriy D./TASK 1/TASK1/json/19336d2477297b32.json	right
Dmitriy D./TASK 1/TASK1/json/38ae7448651783a5.json	right
Dmitriy D./TASK 1/TASK1/json/c41e000381acf0ef.json	right
Dmitriy D./TASK 1/TASK1/json/d8f0c0d7d54d2f75.json	center
Dmitriy D./TASK 1/TASK1/json/f01a44bfc50d2bd5.json	left
Dmitriy D./TASK 1/TASK1/json/5ee5efdaf4e962d1.json	center
Dmitriy D./TASK 1/TASK1/json/81fed23bfa1e957f.json	center
Dmitriy D./TASK 1/TASK1/json/c04e42b01119142c.json	right
Dmitriy D./TASK 1/TASK1/json/b8d76d14e4043b01.json	right
Dmitriy D./TASK 1/TASK1/json/cd6cfaacdb5a42bd.json	center
Dmitriy D./TASK 1/TASK1/json/5f93f19aaf4381fa.json	left
Dmitriy D./TASK 1/TASK1/json/8e4b9c4504b053b0.json	right
Dmitriy D./TASK 1/TASK1/json/2fafffc5917b6c48.json	right
Dmitriy D./TASK 1/TASK1/json/a386c66f11af8cdd.json	left
Dmitriy D./TASK 1/TASK1/json/0b48d4b4cf017e68.json	center
Dmitriy D./TASK 1/TASK1/json/59ba52ec9e8ec664.json	center
Dmitriy D./TASK 1/TASK1/json/1cd8544dce7d2e9c.json	center
Dmitriy D./TASK 1/TASK1/json/7aee53240493959c.json	center
Dmitriy D./TASK 1/TASK1/json/c29fa3ec031f3791.json	center
Dmitriy D./TASK 1/TASK1/json/8ef60a6891fd87bd.json	right
Dmitriy D./TASK 1/TASK1/json/a9f4e99c6f6a9aca.json	right
Dmitriy D./TASK 1/TASK1/json/13a29e3a0e60c722.json	left
Dmitriy D./TASK 1/TASK1/json/33514e13c794563b.json	right
Dmitriy D./TASK 1/TASK1/json/443d7b401b2a3a56.json	right
Dmitriy D./TASK 1/TASK1/json/f508d4c97efb7cf5.json	right
Dmitriy D./TASK 1/TASK1/json/f4ff07ea6ec2785a.json	center
Dmitriy D./TASK 1/TASK1/json/a77bd8eb96af6644.json	right
Dmitriy D./TASK 1/TASK1/json/d55a84410c938aa9.json	left
Dmitriy D./TASK 1/TASK1/json/2e964f4799c9781d.json	left
Dmitriy D./TASK 1/TASK1/json/003214e9d2eca255.json	center
Dmitriy D./TASK 1/TASK1/json/a73a9548938eff99.json	center
Dmitriy D./TASK 1/TASK1/json/0e454cbcf5fb300a.json	right
Dmitriy D./TASK 1/TASK1/json/41c4dd3f77040bfe.json	left
Dmitriy D./TASK 1/TASK1/json/1c164dab126309b0.json	left
Dmitriy D./TASK 1/TASK1/json/d414daaaab29251f.json	center
Dmitriy D./TASK 1/TASK1/json/acf9e5bb1e102331.json	right
Dmitriy D./TASK 1/TASK1/json/c537b3b9aace9d9c.json	center
Dmitriy D./TASK 1/TASK1/json/3bf8b312c60efa3e.json	left
Dmitriy D./TASK 1/TASK1/json/5797b1d51a27b2e9.json	center
Dmitriy D./TASK 1/TASK1/json/f4aaa82a0ed6f89b.json	right
Dmitriy D./TASK 1/TASK1/json/4702810e2a072d86.json	center
Dmitriy D./TASK 1/TASK1/json/eccacf3874a1d18a.json	right
Dmitriy D./TASK 1/TASK1/json/6d25ba7b48c91767.json	right
Dmitriy D./TASK 1/TASK1/json/f92e183f56d59924.json	center
Dmitriy D./TASK 1/TASK1/json/ea1a834a4b211ab7.json	left
Dmitriy D./TASK 1/TASK1/json/a6f368c9c6026b43.json	center
Dmitriy D./TASK 1/TASK1/json/7c842b6b32f4dd64.json	left
Dmitriy D./TASK 1/TASK1/json/e827517317211ec1.json	left
Dmitriy D./TASK 1/TASK1/json/3a903f575f371b29.json	center
Dmitriy D./TASK 1/TASK1/json/0d7dc3066247e3b4.json	center
Dmitriy D./TASK 1/TASK1/json/11b665e2dc966178.json	right
Dmitriy D./TASK 1/TASK1/json/5104c2193b7b992e.json	right
Dmitriy D./TASK 1/TASK1/json/e41298339218c564.json	center
Dmitriy D./TASK 1/TASK1/json/bc6b03f77dac0736.json	left
Dmitriy D./TASK 1/TASK1/json/06103974b07b649b.json	right
Dmitriy D./TASK 1/TASK1/json/4b8efda5cf68f399.json	left
Dmitriy D./TASK 1/TASK1/json/81c757937c37a0b5.json	center
Dmitriy D./TASK 1/TASK1/json/4b92dc9ece241274.json	right
Dmitriy D./TASK 1/TASK1/json/f251ef25fe08edd3.json	center
Dmitriy D./TASK 1/TASK1/json/d3e1d691f3091d6c.json	left
Dmitriy D./TASK 1/TASK1/json/8022b850e8c7a49b.json	center
Dmitriy D./TASK 1/TASK1/json/95dae423c2ad2d80.json	right
Dmitriy D./TASK 1/TASK1/json/546acb5988aea7dc.json	left
Dmitriy D./TASK 1/TASK1/json/f57ef508d953f1d6.json	right
Dmitriy D./TASK 1/TASK1/json/79eff7b8120ec3fa.json	left
Dmitriy D./TASK 1/TASK1/json/f83e49c4190290c1.json	right
Dmitriy D./TASK 1/TASK1/json/df5d56d5783597ac.json	right
Dmitriy D./TASK 1/TASK1/json/91aa7eb138193f9a.json	left
Dmitriy D./TASK 1/TASK1/json/21d81b74c30a37f2.json	right
Dmitriy D./TASK 1/TASK1/json/5fe4cf46b7d54b71.json	center
Dmitriy D./TASK 1/TASK1/json/d272fcc47bbad673.json	left
Dmitriy D./TASK 1/TASK1/json/936b05fe3aa5c145.json	center
Dmitriy D./TASK 1/TASK1/json/c2cc6d487e5154c6.json	right
Dmitriy D./TASK 1/TASK1/json/7f5db830b8f1b6df.json	left
Dmitriy D./TASK 1/TASK1/json/727acf1ef0d3b0a9.json	center
Dmitriy D./TASK 1/TASK1/json/9000cb872d03351a.json	right
Dmitriy D./TASK 1/TASK1/json/82d33d38adc76e4c.json	right
Dmitriy D./TASK 1/TASK1/json/62e12a9d27b218ae.json	right
Dmitriy D./TASK 1/TASK1/json/a2b111c0496ab307.json	left
Dmitriy D./TASK 1/TASK1/json/e19f4d94222c5900.json	right
Dmitriy D./TASK 1/TASK1/json/51b008774a615fff.json	center
Dmitriy D./TASK 1/TASK1/json/dbc83d38168a6713.json	center
Dmitriy D./TASK 1/TASK1/json/88691dea998432be.json	center
Dmitriy D./TASK 1/TASK1/json/5c3b889a973af51b.json	right
Dmitriy D./TASK 1/TASK1/json/7c58b35f89d406de.json	center
Dmitriy D./TASK 1/TASK1/json/0ed8a718d9f33e68.json	right
Dmitriy D./TASK 1/TASK1/json/5af93bd0fe90b86a.json	left
Dmitriy D./TASK 1/TASK1/json/55cce0d2c52983ba.json	right
Dmitriy D./TASK 1/TASK1/json/a4223f5611ed4828.json	right
Dmitriy D./TASK 1/TASK1/json/51882c79529f2ba0.json	right
Dmitriy D./TASK 1/TASK1/json/163e3c67dcc6e563.json	right
Dmitriy D./TASK 1/TASK1/json/565194b5009a0c0a.json	right
Dmitriy D./TASK 1/TASK1/json/2abac527f9489c9b.json	right
Dmitriy D./TASK 1/TASK1/json/c69325cdc756592e.json	left
Dmitriy D./TASK 1/TASK1/json/d9456c40dfb5b2cc.json	right
Dmitriy D./TASK 1/TASK1/json/81f08cb78d7551d9.json	center
Dmitriy D./TASK 1/TASK1/json/14086fc3dcdc55fc.json	left
Dmitriy D./TASK 1/TASK1/json/5e76efdb8cea7a21.json	right
Dmitriy D./TASK 1/TASK1/json/c84c2517d1c67e60.json	right
Dmitriy D./TASK 1/TASK1/json/0c7399b3798ebf61.json	right
Dmitriy D./TASK 1/TASK1/json/26d1ce0576424a03.json	right
Dmitriy D./TASK 1/TASK1/json/02953d9284805a03.json	left
Dmitriy D./TASK 1/TASK1/json/5d0c1cdb628b8d64.json	right
Dmitriy D./TASK 1/TASK1/json/51f38ad71f5c1901.json	center
Dmitriy D./TASK 1/TASK1/json/43e7d4288da9db7e.json	center
Dmitriy D./TASK 1/TASK1/json/278be22de3a84141.json	right
Dmitriy D./TASK 1/TASK1/json/6e8c950b05e661ff.json	center
Dmitriy D./TASK 1/TASK1/json/a97f2dabd5ca5d48.json	center
Dmitriy D./TASK 1/TASK1/json/57081d8c4c5d4938.json	left
Dmitriy D./TASK 1/TASK1/json/c7756dfe3cf7a1c0.json	right
Dmitriy D./TASK 1/TASK1/json/fe166d8c186e3504.json	right
Dmitriy D./TASK 1/TASK1/json/5c10d451b59fbe21.json	center
Dmitriy D./TASK 1/TASK1/json/e253e9569d962251.json	center
Dmitriy D./TASK 1/TASK1/json/42306c45ca335b85.json	left
Dmitriy D./TASK 1/TASK1/json/6c30903a686a79d2.json	left
Dmitriy D./TASK 1/TASK1/json/35ee27b235bb4a1b.json	right
Dmitriy D./TASK 1/TASK1/json/c822fb9bf161474b.json	right
Dmitriy D./TASK 1/TASK1/json/8651e5f962a61f02.json	center
Dmitriy D./TASK 1/TASK1/json/1924f28da0cb4d52.json	right
Dmitriy D./TASK 1/TASK1/json/9526657097d03f15.json	left
Dmitriy D./TASK 1/TASK1/json/c31cdb9811a54c6f.json	center
Dmitriy D./TASK 1/TASK1/json/e915f7ccce9579f3.json	right
Dmitriy D./TASK 1/TASK1/json/7a9ca2ee535779a7.json	center
Dmitriy D./TASK 1/TASK1/json/ec672297aaac8875.json	center
Dmitriy D./TASK 1/TASK1/json/7157f943191f1682.json	right
Dmitriy D./TASK 1/TASK1/json/2ac1e620db00f6d2.json	center
Dmitriy D./TASK 1/TASK1/json/0ed52b46af9a4686.json	center
Dmitriy D./TASK 1/TASK1/json/176c0cc030a33d28.json	right
Dmitriy D./TASK 1/TASK1/json/44d6721eecb5b81d.json	right
Dmitriy D./TASK 1/TASK1/json/5839fe20cfc6bf86.json	left
Dmitriy D./TASK 1/TASK1/json/5f5cc248384ef82f.json	left
Dmitriy D./TASK 1/TASK1/json/fad8a031a77b69eb.json	right
Dmitriy D./TASK 1/TASK1/json/2a8350ef043ce93f.json	left
Dmitriy D./TASK 1/TASK1/json/579d0816ab4600e8.json	right
Dmitriy D./TASK 1/TASK1/json/3d3ddfb362120502.json	left
Dmitriy D./TASK 1/TASK1/json/dfacce452f865137.json	right
Dmitriy D./TASK 1/TASK1/json/b3372f7e745b215c.json	center
Dmitriy D./TASK 1/TASK1/json/012a56d213006e97.json	center
Dmitriy D./TASK 1/TASK1/json/f38e01372916124b.json	right
Dmitriy D./TASK 1/TASK1/json/17c36a80ac810d7e.json	right
Dmitriy D./TASK 1/TASK1/json/1afa05a7dd24a0bc.json	right
Dmitriy D./TASK 1/TASK1/json/3df375770dfcc540.json	left
Dmitriy D./TASK 1/TASK1/json/cab9741dec8cdf55.json	right
Dmitriy D./TASK 1/TASK1/json/a498462b7d5111cb.json	right
Dmitriy D./TASK 1/TASK1/json/558ab81034be5ebd.json	right
Dmitriy D./TASK 1/TASK1/json/57818d40e36a99dd.json	center
Dmitriy D./TASK 1/TASK1/json/12ab6ca4b38a5dcb.json	right
Dmitriy D./TASK 1/TASK1/json/e47dd53e7f8c9286.json	right
Dmitriy D./TASK 1/TASK1/json/4f4bf7bed368ed9a.json	left
Dmitriy D./TASK 1/TASK1/json/76337a0eaf9c2542.json	right
Dmitriy D./TASK 1/TASK1/json/6ed3bb325b26ad2a.json	left
Dmitriy D./TASK 1/TASK1/json/9a1f3c9b237555e3.json	left
Dmitriy D./TASK 1/TASK1/json/afab72e6eee956cb.json	right
Dmitriy D./TASK 1/TASK1/json/ad97b3676772be3e.json	center
Dmitriy D./TASK 1/TASK1/json/d4c9ac472ab4915e.json	left
Dmitriy D./TASK 1/TASK1/json/c94a6406f89fc08d.json	center
Dmitriy D./TASK 1/TASK1/json/18bb4f10e279febf.json	center
Dmitriy D./TASK 1/TASK1/json/49ca2d4eb22667db.json	center
Dmitriy D./TASK 1/TASK1/json/fc70e99f3d7fb315.json	center
Dmitriy D./TASK 1/TASK1/json/34b39ba18ef48b1f.json	left
Dmitriy D./TASK 1/TASK1/json/17684882bd36871a.json	center
Dmitriy D./TASK 1/TASK1/json/aa35fecc5b6e15fb.json	center
Dmitriy D./TASK 1/TASK1/json/edd2a403bf8ad7eb.json	center
Dmitriy D./TASK 1/TASK1/json/71f9d79bbcb5cc7c.json	left
Dmitriy D./TASK 1/TASK1/json/bae51a66a13c8e64.json	left
Dmitriy D./TASK 1/TASK1/json/1d97a029ae0b4693.json	left
Dmitriy D./TASK 1/TASK1/json/477317f96699a5dc.json	left
Dmitriy D./TASK 1/TASK1/json/be0243b7d18268ff.json	right
Dmitriy D./TASK 1/TASK1/json/9818547de2d48637.json	right
Dmitriy D./TASK 1/TASK1/json/2227bca9abaa2bc5.json	left
Dmitriy D./TASK 1/TASK1/json/55094b04356d28f9.json	right
Dmitriy D./TASK 1/TASK1/json/4c28161eea548877.json	center
Dmitriy D./TASK 1/TASK1/json/ae090a08f3d64ffd.json	left
Dmitriy D./TASK 1/TASK1/json/e1dbb4094c1c9606.json	center
Dmitriy D./TASK 1/TASK1/json/43267802018313af.json	right
Dmitriy D./TASK 1/TASK1/json/ecbf8298ffdd2051.json	center
Dmitriy D./TASK 1/TASK1/json/4ec3c17a739361f0.json	center
Dmitriy D./TASK 1/TASK1/json/a4cd4ed20f987016.json	right
Dmitriy D./TASK 1/TASK1/json/76c894430164b1f0.json	right
Dmitriy D./TASK 1/TASK1/json/1489fec22e9b5129.json	center
Dmitriy D./TASK 1/TASK1/json/2e485c83fabd905d.json	left
Dmitriy D./TASK 1/TASK1/json/e3b68b6abf085e58.json	center
Dmitriy D./TASK 1/TASK1/json/1828d13c77e639c0.json	center
Dmitriy D./TASK 1/TASK1/json/b1519940e2ce9eb3.json	right
Dmitriy D./TASK 1/TASK1/json/9c8422864f060685.json	left
Dmitriy D./TASK 1/TASK1/json/493fbae65b326f63.json	center
Dmitriy D./TASK 1/TASK1/json/800d7150b6097256.json	center
Dmitriy D./TASK 1/TASK1/json/92c33145997bc636.json	right
Dmitriy D./TASK 1/TASK1/json/e672244ab639a7d9.json	center
Dmitriy D./TASK 1/TASK1/json/aa918947fe4e98c1.json	left
Dmitriy D./TASK 1/TASK1/json/5a4a2d7f13315ed7.json	right
Dmitriy D./TASK 1/TASK1/json/c4750c96724729f8.json	right
Dmitriy D./TASK 1/TASK1/json/5c52fcd11d844d2b.json	left
Dmitriy D./TASK 1/TASK1/json/fa4e2fb1226b07d5.json	left
Dmitriy D./TASK 1/TASK1/json/0a21411669750061.json	left
Dmitriy D./TASK 1/TASK1/json/e75a1b84efcd7c7b.json	left
Dmitriy D./TASK 1/TASK1/json/9658405a0b27410c.json	left
Dmitriy D./TASK 1/TASK1/json/c1c421cce4bddab7.json	right
Dmitriy D./TASK 1/TASK1/json/f20845381c449f6f.json	center
Dmitriy D./TASK 1/TASK1/json/d495796a9969ab7a.json	left
Dmitriy D./TASK 1/TASK1/json/9af66523b41bb94c.json	left
Dmitriy D./TASK 1/TASK1/json/afeabe3e768fc29a.json	center
Dmitriy D./TASK 1/TASK1/json/a5a4f8268688178d.json	center
Dmitriy D./TASK 1/TASK1/json/6c9ff22f400c2fe7.json	center
Dmitriy D./TASK 1/TASK1/json/6c0ed47fb5c5321f.json	center
Dmitriy D./TASK 1/TASK1/json/6583ef0d37a28c8e.json	center
Dmitriy D./TASK 1/TASK1/json/857189327190d92c.json	left
Dmitriy D./TASK 1/TASK1/json/661ff720622ff8d1.json	left
Dmitriy D./TASK 1/TASK1/json/b2a03fc5340dbdce.json	left
Dmitriy D./TASK 1/TASK1/json/b180a5bf5e639a61.json	center
Dmitriy D./TASK 1/TASK1/json/0a61ded2883ef7ab.json	right
Dmitriy D./TASK 1/TASK1/json/6bd01e2aa1706e4d.json	right
Dmitriy D./TASK 1/TASK1/json/6fe292f7f15a31fd.json	right
Dmitriy D./TASK 1/TASK1/json/2c09874a462b26f3.json	right
Dmitriy D./TASK 1/TASK1/json/5b89d9f8f0adb169.json	right
Dmitriy D./TASK 1/TASK1/json/50d64e8f6c6592c3.json	left
Dmitriy D./TASK 1/TASK1/json/2bfebd625f659863.json	center
Dmitriy D./TASK 1/TASK1/json/6362c854fd8a9e08.json	center
Dmitriy D./TASK 1/TASK1/json/a05bfaf4e9e31ece.json	center
Dmitriy D./TASK 1/TASK1/json/beb6dd3b7a9c8d94.json	center
Dmitriy D./TASK 1/TASK1/json/4523625244881f4d.json	left
Dmitriy D./TASK 1/TASK1/json/ec57cf1a4a15a3b9.json	center
Dmitriy D./TASK 1/TASK1/json/d07bfd60982cea16.json	right
Dmitriy D./TASK 1/TASK1/json/fc7967a2b545d038.json	center
Dmitriy D./TASK 1/TASK1/json/2ed040d765193bfb.json	left
Dmitriy D./TASK 1/TASK1/json/85d5033aeab3176d.json	left
Dmitriy D./TASK 1/TASK1/json/b5ac5c915e11582d.json	center
Dmitriy D./TASK 1/TASK1/json/cf982ee8a30912a3.json	right
Dmitriy D./TASK 1/TASK1/json/d608bc06d6f86878.json	right
Dmitriy D./TASK 1/TASK1/json/a0893ad6e7326836.json	center
Dmitriy D./TASK 1/TASK1/json/5c1f2faa7b7742de.json	left
Dmitriy D./TASK 1/TASK1/json/26ea814bcc46a9eb.json	left
Dmitriy D./TASK 1/TASK1/json/a4d304807c3c2ae0.json	right
Dmitriy D./TASK 1/TASK1/json/45dcb79c2b75e1c6.json	center
Dmitriy D./TASK 1/TASK1/json/9635f29eca93e3a5.json	right
Dmitriy D./TASK 1/TASK1/json/2465e6ad99f99516.json	right
Dmitriy D./TASK 1/TASK1/json/16c51a7ebd4fb8ec.json	center
Dmitriy D./TASK 1/TASK1/json/808327f5de2ac174.json	right
Dmitriy D./TASK 1/TASK1/json/652ccde3d8845255.json	right
Dmitriy D./TASK 1/TASK1/json/79bb3d01780ff92a.json	center
Dmitriy D./TASK 1/TASK1/json/00fe55bc402967e7.json	left
Dmitriy D./TASK 1/TASK1/json/ce2038af5f7bdf61.json	center
Dmitriy D./TASK 1/TASK1/json/46909f6f9fc8ba0b.json	right
Dmitriy D./TASK 1/TASK1/json/82301e91795b12ff.json	left
Dmitriy D./TASK 1/TASK1/json/5cfd2ef789d54da2.json	right
Dmitriy D./TASK 1/TASK1/json/0fd55b44c687d643.json	center
Dmitriy D./TASK 1/TASK1/json/3902ec6c3749e4ab.json	center
Dmitriy D./TASK 1/TASK1/json/59940055b30f6bbf.json	center
Dmitriy D./TASK 1/TASK1/json/64ed1d20e11a4ac5.json	center
Dmitriy D./TASK 1/TASK1/json/2e5c38cd89c6aaba.json	right
Dmitriy D./TASK 1/TASK1/json/f73a52fb098716b1.json	center
Dmitriy D./TASK 1/TASK1/json/a0812602ac9d883e.json	center
Dmitriy D./TASK 1/TASK1/json/59885ef3a40a6cfb.json	right
Dmitriy D./TASK 1/TASK1/json/076379512fa070c9.json	right
Dmitriy D./TASK 1/TASK1/json/6c9ad07526f6928e.json	right
Dmitriy D./TASK 1/TASK1/json/72ab2e424b7f85f6.json	center
Dmitriy D./TASK 1/TASK1/json/d148d42b74136eb6.json	center
Dmitriy D./TASK 1/TASK1/json/3e7bd2d20a140e09.json	right
Dmitriy D./TASK 1/TASK1/json/7840691eb56ca51e.json	center
Dmitriy D./TASK 1/TASK1/json/105cb1b73772f5cf.json	left
Dmitriy D./TASK 1/TASK1/json/676ada562e489458.json	right
Dmitriy D./TASK 1/TASK1/json/3a3aa6cc8d3082d5.json	center
Dmitriy D./TASK 1/TASK1/json/787fc4a4b3fb01a5.json	center
Dmitriy D./TASK 1/TASK1/json/995791ba1f5e84cd.json	left
Dmitriy D./TASK 1/TASK1/json/8b3676172226fb6d.json	right
Dmitriy D./TASK 1/TASK1/json/39c8494781299ac2.json	right
Dmitriy D./TASK 1/TASK1/json/9ea61839c540ba3e.json	right
Dmitriy D./TASK 1/TASK1/json/efd6ee60c9c57036.json	left
Dmitriy D./TASK 1/TASK1/json/bcdb8dffb7b73eda.json	right
Dmitriy D./TASK 1/TASK1/json/6be0cd97f0d128e0.json	right
Dmitriy D./TASK 1/TASK1/json/0af60a342c42dad0.json	center
Dmitriy D./TASK 1/TASK1/json/f355c18df92a1cc1.json	center
Dmitriy D./TASK 1/TASK1/json/986cad3c62bf504b.json	center
